cycle_index,battery_id,capacity,soh,capacity_fade_rate,rolling_mean_capacity_10,rolling_std_capacity_10,voltage_at_end,mean_discharge_voltage,voltage_drop,mean_temperature,max_temperature,discharge_duration
34,B0005,1.802579500826209,97.09624103091467,-0.00324702971652333,1.8166898724873293,0.010658238830280001,3.260754100903525,3.5603420474985823,0.9281458685245871,31.941655359029298,38.31926916027133,3409.484
36,B0005,1.8030683142834096,97.12257104811376,-0.002859485792956152,1.8137737062473973,0.009539140675938407,3.2294668217844102,3.5591189041401865,0.9593129780723806,31.965008645476725,38.4787542519308,3390.422
38,B0005,1.8027776247196041,97.1069130069902,-0.0027056848995382935,1.811684691170402,0.009196159912226123,3.224378894859077,3.557886771846508,0.9648936966571422,31.966241678512723,38.54659017774874,3390.281
41,B0005,1.8470259949329193,99.49035873989017,-0.0003853077202203573,1.8137076131652918,0.013358450425886965,3.2587403321633976,3.5520375235511907,0.928873728400041,32.37143341978575,38.44749852224995,3591.734
45,B0005,1.847417311283644,99.5114370594272,0.0017418052123400027,1.8157807079640833,0.016329186535756813,3.2180462147957645,3.5525668436897124,0.9695825663126341,32.70024990461686,38.992275791716615,3552.297
49,B0005,1.8361774213478947,98.90599854098058,0.003151047351005869,1.816831423296942,0.017212105605523022,3.2573096268397737,3.556794038327039,0.9301375994731527,32.32266411829938,38.51424197364312,3531.578
53,B0005,1.8257807475776242,98.34597999985365,0.0034144082257888037,1.8178840425524176,0.017372419346031905,3.2802567474945943,3.5614100044534203,0.907087278892567,31.98795810666763,38.165816144899125,3492.907
57,B0005,1.8251136435078368,98.31004632950896,0.0035176509166253626,1.8189169048935931,0.01743369334598146,3.2797654511586916,3.5566107947817986,0.9076727364776338,31.894456524691385,38.16526203587147,3511.594
61,B0005,1.8255815042203762,98.33524772367372,0.003521873790387639,1.82002063332512,0.017436366645560118,3.2050689156049863,3.5586742170266272,0.9826724655730041,31.78039681801023,38.27549578575718,3431.9370000000054
65,B0005,1.8140311275083907,97.71308478400267,0.0022992982699288032,1.821060008223096,0.01669169241453653,3.276866922356563,3.564103182686905,0.9113942001834885,31.688747146342205,37.982160799183106,3431.125
69,B0005,1.8147691941158939,97.75284086310275,0.0009795462844952342,1.8222111258476184,0.01575527848858544,3.2311300277309924,3.559588063594272,0.9562087395572418,31.596747992569153,38.11100191887773,3412.406
73,B0005,1.813969388710352,97.70975921350076,-0.0004658940410936099,1.8232465702007223,0.01477482114258198,3.2220257725268313,3.556833231052199,0.9655345337613435,31.565586498787077,38.18831137948753,3410.688
77,B0005,1.802765665167823,97.10626880376819,-0.0024974764108061536,1.8232190566447597,0.014812604797931879,3.2900827937307877,3.5624410850948944,0.8979689687563424,31.59124667045208,37.998541119085836,3410.718
81,B0005,1.804077040117352,97.17690623092355,-0.004482555267060441,1.8233371853172822,0.014653442131351833,3.2511761852414898,3.5591407106855666,0.9364912990190524,31.603485399391182,38.194201649765226,3392.719
85,B0005,1.8518025516704486,99.74764875349146,-0.0018965580901545605,1.823771417747967,0.015400709175044451,3.249283482317545,3.5573161327793144,0.9517866950203233,31.91556385491565,38.45796400011448,3470.672
89,B0005,1.8307038456739428,98.61116348782737,-0.0002916717188459804,1.8222520117834484,0.01372633835352645,3.260087599199005,3.561870782772737,0.9395347353505774,32.081128118597164,38.49126351534004,3414.109
93,B0005,1.8199041089501267,98.02943389447215,0.00036117321951830225,1.8207726197472878,0.013003695341794698,3.281146601420838,3.5617586337260088,0.9187067222813248,31.849792632896243,38.31473393357882,3395.219
97,B0005,1.8093079637028517,97.45867078945713,0.00011322309915316999,1.8192750939404903,0.013286170502560899,3.3093715201547558,3.5597307651083123,0.8897319469266711,31.465690433362017,37.861934640176806,3386.0
101,B0005,1.80460990458052,97.20560906279802,-0.00023491007717203183,1.8174111176743708,0.013765920462704296,3.295594467656429,3.5575937553540915,0.9044040692085722,31.40934895665031,37.90665575786083,3368.187
105,B0005,1.7993770651972192,96.92374130950105,-0.0006089822872605121,1.815028895944993,0.014398716093113342,3.317198245350349,3.5597237883937995,0.882476975648371,31.902247475518077,38.34003238560517,3368.266
109,B0005,1.7884432335370462,96.33478867036308,-0.0018718452205272458,1.8127027237657793,0.01631182876199278,3.3478185065039905,3.559061771422033,0.851366218376326,31.649024294808623,38.0745950590744,3358.719
113,B0005,1.7829230484252723,96.03744299218224,-0.0031127502623622388,1.8098076196120865,0.018382783912663347,3.3378219239048574,3.557015527748059,0.8621905564301429,31.48874626238971,38.07252758016199,3339.5
117,B0005,1.7730337158018288,95.50475246530081,-0.004557285757468636,1.8060861948022209,0.02110548149140606,3.3643724793797882,3.5562481933590964,0.8348648862749992,31.329995610092634,37.80133585100446,3331.265
121,B0005,1.773037755078937,95.50497004162602,-0.006240607361312347,1.8033836575214133,0.023160875129917286,3.336014493650917,3.5532756526091784,0.8633812874677904,31.569551201845574,38.39873985476869,3321.188
125,B0005,1.7678721106662054,95.22672175646096,-0.00781694771313424,1.8000923002985816,0.02530201811784615,3.3556596279465505,3.556266431640255,0.84391907007952,32.111426258867944,38.74929237918251,3321.844
129,B0005,1.7623150704093087,94.92739086983165,-0.006713535360544819,1.791957074729387,0.021463036904240815,3.3614901977112828,3.5563095420140822,0.8380567598014119,32.271676011112376,38.87275464755104,3311.828
133,B0005,1.7676172924938447,95.21299593373234,-0.005706428865184506,1.7862219335311964,0.01857805140758007,3.3469681219757663,3.558950851054106,0.8471233473650579,31.842291659678658,38.503541429116005,3327.391
135,B0005,1.762668359743147,94.94642085785509,-0.004939836287245159,1.7810186836032893,0.016290136235917095,3.37121004922177,3.5534418211598053,0.8295051865794849,31.759815453754253,38.27009094548294,3312.078
139,B0005,1.7517304870664143,94.35725054869607,-0.004728066306217934,1.775784367545431,0.015594842684024467,3.379951819113273,3.5510121537420285,0.8191462616047596,31.41911167391793,38.11684755251712,3293.172
143,B0005,1.7418496047960008,93.82501520146927,-0.004698253502005377,1.7700788857468388,0.015485386340142671,3.391867015789506,3.551317608213948,0.807531518622028,31.331626572312267,38.04152715355532,3275.328
147,B0005,1.7360913511847138,93.51484592444021,-0.004645058921172119,1.7643256390184292,0.015286476348083439,3.389321801243052,3.549003180550162,0.8098011143699129,31.35934131425137,38.17980302242767,3265.016
149,B0005,1.7936240148573608,96.61385230754256,-0.0019978094092959957,1.7647966191384576,0.01608143019129502,3.2399604434797045,3.5597648340955175,0.9504490346016912,34.31088483888259,40.71218198711114,3328.937
153,B0005,1.7831890223273275,96.05176972012408,-0.0001730767577938783,1.764820798584099,0.01610884283481082,3.3111276397349085,3.5623454342368555,0.8888062070569607,33.43585640373788,39.885261233152924,3329.266
157,B0005,1.7673642076278957,95.19936347583841,0.00039051004698211124,1.7643053887501052,0.015927499924558795,3.3328621262920852,3.558336657621618,0.866502895037073,32.66698125020078,39.18287352945846,3301.579
161,B0005,1.7570177850353066,94.64205172265511,0.0005355662233366284,1.7628490278370477,0.015794308181684143,3.333761215364808,3.554013138622869,0.8652624440890322,32.28423408691397,38.951564804030774,3283.563
165,B0005,1.7468706179837907,94.09547290193551,8.326120250640958e-05,1.7609398012295556,0.016331908233499462,3.3615057492929536,3.552376095886298,0.8379263928512617,32.00739178780946,38.607510759873634,3275.125
169,B0005,1.7417172507457144,93.81788592880078,-0.0007154764096817665,1.759067272169229,0.017223368263943335,3.352855281098351,3.549618661283733,0.8467856417291801,32.06387071886056,38.920359903369054,3265.656
173,B0005,1.7364225056478186,93.53268361401415,-0.0012784192338576783,1.756231382455954,0.01812659067889665,3.3651520816763276,3.54938103086703,0.8341535714417332,32.43754560319043,39.23273115358871,3266.093
177,B0005,1.7263217239235826,92.988603346571,-0.0022868413151185363,1.7529271428359934,0.019880006376537314,3.3857728598519237,3.5472118680418956,0.813176874688557,32.16809876635083,38.964927068400804,3257.594
181,B0005,1.7158065389330133,92.42220117908766,-0.004039413625412959,1.7496613293693202,0.02257622950310138,3.4084431860543454,3.5467052098640246,0.7898990199359046,32.05752645824972,38.83927283461771,3248.593
185,B0005,1.710533351135192,92.13816005181208,-0.006244052158236193,1.7468143972183376,0.02520347723994648,3.4098320971762575,3.544629653883431,0.7891636790900445,31.975920928072714,38.82796377704433,3238.766
189,B0005,1.706014499648521,91.89475137389712,-0.008683486376880031,1.7440801379877748,0.027723927852634195,3.417268005174641,3.5436291614253204,0.7819018597522991,32.21689335291319,39.14007944734004,3240.14
193,B0005,1.7003110272642588,91.58753289666399,-0.007970598125971558,1.7355971391156748,0.025449313763051838,3.421833588845415,3.5444946147995258,0.7774132442376476,32.55632993697177,39.349611598028886,3230.109
197,B0005,1.6945798601797895,91.27882263985312,-0.007239098993330772,1.7275417607386259,0.023017765423519295,3.4271424058700943,3.5409201846556857,0.7721127827700651,32.40048085325998,39.29444535878087,3229.7810000000027
201,B0005,1.6849029086609286,90.75757205607074,-0.007005095166538608,1.7200452790143559,0.02224260364420121,3.438178718052601,3.541195668799061,0.7614321096191903,32.29371860868794,39.10487658009542,3212.469
205,B0005,1.6744741591159717,90.19582574806932,-0.007059827560776991,1.712541313021689,0.02242649364867963,3.465640472585762,3.540671044783382,0.7338049086772944,32.136071448067796,39.0462609369598,3213.219
209,B0005,1.6745692479879102,90.2009477257823,-0.006913322973470435,1.7059684612038817,0.02199292064538896,3.4449859354526846,3.5376048790268775,0.7540060328886224,32.38268549723498,39.398032192832,3203.578
213,B0005,1.663716375981405,89.6163559916933,-0.006883938326755789,1.6988774725889448,0.021897973299102945,3.467467091298206,3.538422485261741,0.730318025593975,32.30899951427637,39.10678394120843,3195.125
215,B0005,1.659013868748246,89.3630546668135,-0.006648009425394452,1.6918403237798927,0.021126189880418634,3.4717300013545747,3.53928626988912,0.7296011292170426,32.56636929496716,39.44448954135193,3195.3129999999946
219,B0005,1.6538540573335014,89.08512057704355,-0.006493854256029077,1.6852523540898852,0.020639876627460012,3.466070335739485,3.533690170241391,0.7332696391653415,32.46542951751835,39.509602016775695,3186.297
223,B0005,1.642653782130131,88.48181591266643,-0.006763561080938221,1.6786021034714416,0.02149132073139707,3.485289154748911,3.534367734544495,0.7136270901107964,32.347056454418095,39.334865362245324,3176.438
227,B0005,1.6378578430223698,88.22348186450748,-0.006873868501509565,1.6719952390975485,0.021827793982048725,3.4800221711184434,3.5312941932103548,0.7185153174687984,32.371538940646154,39.43723270017243,3167.593
231,B0005,1.6327350407099108,87.94754127611387,-0.006802826943621923,1.6653334701031293,0.021609889892586984,3.4875727291181726,3.5309134771684274,0.7113712031413022,32.45549347979197,39.51375235624076,3167.719
235,B0005,1.6277528915533617,87.67917699307695,-0.006603168305277111,1.6587372759475931,0.020991607806518202,3.4845831403089607,3.5287226893409893,0.7149966661860256,32.50017194695606,39.60170302810528,3159.077999999994
239,B0005,1.622125485521159,87.37605584239753,-0.006312290548358839,1.6521505146149904,0.020058134286792734,3.4840044121584226,3.52625493581969,0.7147778226696104,32.50100298369444,39.687463597582074,3148.829
243,B0005,1.6113256603765849,86.79432148624366,-0.006381471520326062,1.6454616738618684,0.02028752230213723,3.508463137681321,3.528684324337005,0.6906420404507494,32.4728927422438,39.53535075538898,3149.094
247,B0005,1.6065631397488385,86.53778753000239,-0.006567087511603593,1.639287944828493,0.020844721582402928,3.5037872856177814,3.525556939424901,0.6947235675241727,32.50480154634882,39.6502371632164,3140.547
251,B0005,1.6015142233917594,86.26582682073705,-0.006359640131850472,1.6326465789561153,0.020172945716572216,3.500128756881619,3.5226805646793737,0.6986036735870851,32.51218336210202,39.69929058154853,3131.625
255,B0005,1.590369231400328,85.66549999565574,-0.006586621546643286,1.6259786567214718,0.02090974957608797,3.517670766414221,3.524673458789008,0.6811288639827104,32.45692821941515,39.56076309770468,3121.907
259,B0005,1.5857889968242211,85.4187849075412,-0.006611503613239655,1.6193218501829243,0.02098881438783397,3.5174486086806094,3.5213155754526824,0.6813049325450593,32.447059186431154,39.63708096307912,3122.125
263,B0005,1.5849430707374117,85.37321895986369,-0.006290600470731513,1.613057215037825,0.020008086048204483,3.516013267212138,3.51803386486462,0.6842967152092561,32.32889654966259,39.43977047692484,3121.672
265,B0005,1.5955263892495937,85.94329115068511,-0.005473097983343403,1.6087729065941396,0.018173465578236712,3.496983701999225,3.5236841955396794,0.7041403877330907,32.84488475360107,39.839022256254516,3120.86
269,B0005,1.5747301747801037,84.82309964083233,-0.005434043806078051,1.6030340276630248,0.01804971764936341,3.5202208637731656,3.519146638240668,0.6779294528805315,32.31731555011648,39.41794949618613,3103.828
273,B0005,1.5649019950937946,84.29370312695895,-0.005547262756667482,1.5968673871524686,0.01843246913918714,3.5292256839082072,3.516233648608237,0.6692983650888915,32.06376130177751,39.262781682151214,3095.094
277,B0005,1.5597659473370362,84.01704907053151,-0.0055490279627747234,1.5906867558600757,0.018438387140126297,3.5307259447794728,3.514773138461639,0.6681149246890961,32.21997626855924,39.47237839941986,3095.781
281,B0005,1.5594815668184234,84.00173086716403,-0.005252605846790693,1.584991854159827,0.01749892065480045,3.521290948363061,3.5132992979150073,0.6768286833041208,32.7120225448885,40.037541469513684,3094.328
285,B0005,1.55468935359061,83.74359751414073,-0.005193602806295643,1.5798430989974654,0.017324444576843328,3.5235359008769405,3.514484830704665,0.6747843873880144,32.945022147355694,40.142730162011574,3086.531
289,B0005,1.5488741079890418,83.43035835418966,-0.005143827447512769,1.574598641564757,0.01717310353108666,3.5255241756932247,3.5109677353595243,0.6725225853818038,32.857549597381336,40.1165626728546,3085.625
293,B0005,1.538236598942558,82.85736718133292,-0.005328524921594366,1.5688461302511931,0.017781028403167334,3.5348337871327056,3.5109358749578012,0.6642132210769676,32.629663328789654,39.87503330866132,3067.203
297,B0005,1.527914258251028,82.30135260370756,-0.006015077222558137,1.5631684054194381,0.019852608695681485,3.5459029204528467,3.509393098217416,0.6517669980678664,32.379859014262976,39.61961987024145,3058.157
301,B0005,1.5285252629756445,82.33426447360578,-0.006355915075196944,1.5579626114332041,0.02072710073538539,3.536266004226858,3.5066782411556563,0.661334619878398,32.68215852457039,40.067324667444815,3058.812
305,B0005,1.522647325284378,82.01764839394087,-0.0064894939380959514,1.5522993618465648,0.021088919215947015,3.5468067055591166,3.5109885623008092,0.6511790130712094,32.99387423636739,40.24716716520102,3058.578
309,B0005,1.5174859938489869,81.73963242800902,-0.0057140818978205984,1.5452047804465097,0.0182953009521685,3.5480287197333853,3.510305462695178,0.6501354087966567,33.04539707211165,40.30253125568348,3049.328
312,B0005,1.605818899130659,86.49769888680268,-0.001348418630345051,1.5480310281147418,0.0241140405061081,3.5250502230997873,3.5222215314850214,0.697869834835998,32.856295641052824,40.09418103142496,3177.219
315,B0005,1.5638491446744425,84.23699116610504,0.0002908212303169655,1.547935314440255,0.024048887627531684,3.494044837570843,3.5163492154331264,0.7063782083389651,33.33950238056361,40.52238496316615,3082.937
319,B0005,1.5480915247767786,83.38820438085877,0.0009432289490742441,1.5468740032984136,0.02375922651314295,3.5100418364837593,3.5134397623234963,0.6883302271863685,33.35156485472646,40.56886357314186,3074.266
323,B0005,1.5323755631868592,82.54166152720488,0.0009718942269132565,1.5444098211500898,0.02372947776889084,3.5359247595765018,3.515137522009075,0.6624284543224661,33.147486361012966,40.27804845768325,3066.0
327,B0005,1.5269528268489705,82.24956494324317,0.0007390962554362368,1.5418883187190315,0.02397557357405198,3.5293508069521953,3.50830390643132,0.6685229821265435,33.007275861749356,40.2921849196155,3056.437
331,B0005,1.5169573017136326,81.71115433925789,-1.3088739172334248e-05,1.5389867908758126,0.024869214750509124,3.5418570338179896,3.509190808443004,0.6560986104202513,32.91990812745461,40.184384347174266,3048.219
335,B0005,1.5118975960142693,81.43861246029738,-0.0012853353383289886,1.5365923360641498,0.026065390504007146,3.540101144510816,3.5068097579555353,0.6578172901995756,32.99903328622305,40.320066232195046,3039.218
339,B0005,1.5065638960681105,81.1513118362076,-0.003123614127955642,1.5346513940475213,0.02740008089308616,3.5453082349601677,3.50609090727422,0.6524311050742004,33.03772281691292,40.336505612651585,3039.047
343,B0005,1.5015453526671363,80.88098717121403,-0.004962586794620963,1.5321986749285657,0.028999553467648237,3.543070358154518,3.5037157727265953,0.6547845463068716,33.07740307192613,40.43267631588412,3030.375
347,B0005,1.4908444050400238,80.30457886878683,-0.007363309042873997,1.5293075003608971,0.03130163323992369,3.5580353781991203,3.5067479961367156,0.6392713779236949,33.05467981523988,40.314538591575015,3021.0
351,B0005,1.485868384561201,80.03654470798278,-0.009982623752600828,1.5264331722438258,0.033620940525797664,3.5619975525663654,3.5058813026542324,0.6355306594350787,33.11570360624461,40.386661855917744,3021.75
355,B0005,1.480413677976106,79.74272604140161,-0.00774428838912447,1.5150326975934119,0.02489991828160239,3.5617346249744624,3.504168333530808,0.6357019972371476,33.12942148982364,40.43384612547835,3012.265
359,B0005,1.4752095869031632,79.46240682056631,-0.006891714488806742,1.506974555977841,0.02196822036261687,3.5627431724748324,3.5030568931470634,0.6349740560753863,33.130681310493344,40.44479269068758,3002.641
363,B0005,1.4859035988304024,80.03844153038008,-0.00560674151556642,1.501321108164534,0.018366059811130354,3.544836812063795,3.4982324882487936,0.647618039296928,33.20069210329718,40.58499656066617,3012.0
366,B0005,1.4960918298136696,80.58723226653154,-0.004150556621206265,1.4980225869487895,0.015532128560636427,3.5358343175174807,3.5065859365661325,0.6670106840098966,33.78697527817091,40.99869158762305,3020.11
370,B0005,1.4808005946928984,79.76356737393388,-0.003355361365554992,1.4938269294800557,0.013210589667181638,3.544628258601667,3.501457140697961,0.6533245496302373,33.673365085761986,40.997807625227495,3002.172000000006
374,B0005,1.4697543268466824,79.168558341158,-0.0031879139088769486,1.4895357499466966,0.012654988635887484,3.556359815036754,3.501658387162809,0.6416581373089603,33.535818118317145,40.84213757482493,2992.703
378,B0005,1.4539012274845928,78.31462853887025,-0.0035879278716503954,1.484263352807635,0.014224253471893428,3.5574151609154883,3.4966186408455298,0.6347476390934408,33.32269982188509,40.69012464267011,2964.468
382,B0005,1.4541462067235693,78.32782438583529,-0.003740495788536538,1.4794981083217678,0.014726501802054435,3.570394142327151,3.4991645719433246,0.6265992360146275,33.346230327490304,40.69938049882204,2983.375
386,B0005,1.455023751906683,78.37509350133121,-0.0036503895703839007,1.4752688718889992,0.01446541549051778,3.5576975634324772,3.496080777360074,0.6399059516696846,33.64948900485925,41.06026204078849,2975.297
390,B0005,1.449042163761236,78.05289427291893,-0.003992938131589975,1.4714686681363822,0.01533894819954387,3.5621145720736376,3.4959014526387993,0.6342921064709843,33.79269513542102,41.19696040482682,2974.9850000000006
394,B0005,1.4386709371480566,77.49424644709048,-0.004698305007887411,1.4671779910988236,0.017199225594542455,3.576830514745812,3.49758697990267,0.6202681472588618,33.52446663707275,40.84446688602949,2966.25
398,B0005,1.433445432156979,77.21277376203588,-0.0055096565846649405,1.4629081505698118,0.0191075952952748,3.5772132537111867,3.4956989619989507,0.6196960583826847,33.39042251934235,40.764203830749366,2956.359
402,B0005,1.4333958900838095,77.21010517012333,-0.006180135534027741,1.4591069054044163,0.020397874773203855,3.569684885614067,3.492875380810072,0.6274203346032108,33.67370212742761,41.11212504270441,2956.344
406,B0005,1.42806487344776,76.92294908297353,-0.006129499163367451,1.4538488394605398,0.02026692645029078,3.5763051299071056,3.49551076423368,0.6199396996379707,33.91080564765892,41.27256611507568,2956.406
410,B0005,1.4229203181741186,76.64583676775116,-0.0052311779298521936,1.4471968838569444,0.017065651129660648,3.5780032001762248,3.4942333590450834,0.6187994016304348,33.7850680599871,41.15574924454392,2947.266
414,B0005,1.417429032731308,76.35004777498811,-0.004751332389965413,1.4414358327695267,0.015360603995030522,3.5782529159417336,3.491197414255986,0.6179744894751926,33.61126807392732,41.03237216951879,2937.984
418,B0005,1.412409228794446,76.07965521102183,-0.004526078348260629,1.4362226420375053,0.014576086904269928,3.57952648091485,3.4889094081576237,0.617031691641539,33.45598581472246,40.937269906716935,2929.125
422,B0005,1.412578792940193,76.08878881159706,-0.004636512282842813,1.4324660570789236,0.014857974242547197,3.5733090987103386,3.487376295811431,0.6235614424019964,33.723267448788484,41.240704611971786,2928.454
426,B0005,1.4075983731469897,75.82051768100095,-0.004584307935495423,1.428234435844689,0.01470854235120226,3.5808535254697578,3.491994243745711,0.6159420020551165,34.050076369857344,41.43649987692296,2929.375
430,B0005,1.4333920485221476,77.20989824377314,-0.0028886355740477235,1.4262679173551858,0.012233143385024835,3.5558917253318874,3.491585878898649,0.6333956184408795,33.889346908026745,41.16703904201915,2946.031
432,B0005,1.4382550176792908,77.47184287655712,-0.0011015357553492324,1.4252872677113726,0.010705111912785953,3.551885409283692,3.495576227046425,0.649259135954039,34.067648550088656,41.36216559728765,2955.438
436,B0005,1.4173547174485526,76.34604477007024,-0.0007320878889310367,1.423349429556872,0.010014031038118076,3.5736151200402326,3.4938988589692483,0.6233106337739467,33.75168100943646,41.02198772703674,2937.625
440,B0005,1.406981663677643,75.78729852409039,-0.0009253861961629192,1.420943632422387,0.01046812055266737,3.582249809980573,3.49159162968384,0.6146512802909343,33.46482299584788,40.78818812957494,2929.078
444,B0005,1.4012037783587625,75.47607178190572,-0.0011434382357046206,1.4180170768110192,0.011060939214325228,3.5821071034262646,3.4885729299834787,0.61458185240717,33.40210697922146,40.81506138506309,2918.375
448,B0005,1.3967008232726328,75.23351936621818,-0.0015642972163545557,1.4151657995223714,0.012097276113572376,3.5845442528815368,3.4869021151089825,0.6117950498587672,33.410688917712235,40.858374219876424,2919.812
452,B0005,1.391284788852726,74.94178378216989,-0.002226823956697644,1.4122898423113357,0.013581312915027179,3.582997063524048,3.4855485210036417,0.6131843492407887,33.38984948261314,40.839876773287166,2900.422
456,B0005,1.3862287677978349,74.66944037718937,-0.0031310987753128037,1.409453454590111,0.015354137564140231,3.585576080990165,3.4838912547260388,0.6101947232047142,33.3700433438796,40.85376069244676,2901.375
460,B0005,1.3804366761974138,74.35744841131499,-0.004288819200198905,1.4065468588994714,0.017408332611060832,3.5910908384825198,3.483198941484065,0.6043654033642096,33.27215987470977,40.74795214258888,2901.187
464,B0005,1.3752364150256224,74.07733548873459,-0.005383006610425483,1.4031520972708742,0.019425245249209827,3.594060583971402,3.4836274447098883,0.6024829696846674,33.222444215660225,40.68794001196382,2891.64
468,B0005,1.3705128024895008,73.82289732324247,-0.006624086779972511,1.399780681756557,0.021471471578687715,3.5911079597852744,3.480172442538601,0.6032491734697443,33.26207748383125,40.7810749453613,2882.906
472,B0005,1.3705085566270399,73.8226686191633,-0.006121290644100142,1.3940640006751837,0.020088245035338768,3.5888120102866528,3.478452148610975,0.6070516715951135,33.312029905516525,40.88159339768709,2883.265
476,B0005,1.3647355108681518,73.51170256067292,-0.005043984707832109,1.3873804091468982,0.016110000993779017,3.5942147923006207,3.4785782556105507,0.6013697623637988,33.25287943255863,40.81191473576834,2882.969
480,B0005,1.375392016895762,74.08571700903981,-0.003953949357338958,1.3835656181875537,0.013280323490450687,3.5833415219285625,3.4825195584604582,0.6032330911343138,33.745054045019884,41.11793533148924,2891.656
482,B0005,1.3861115151535393,74.6631245442362,-0.002560987923062051,1.3816683319580898,0.011113508044827924,3.5804307189370586,3.4886823636752826,0.6199157838842582,33.88841975386692,41.248795355864885,2901.25
484,B0005,1.3698500035838939,73.78719555127383,-0.0020326148636705546,1.378817988796738,0.009663807237982233,3.592441816132449,3.4858502383832755,0.6057331831656163,33.7353756996425,41.16242984455477,2891.703
488,B0005,1.3647827949260758,73.5142495242232,-0.0016951508863791017,1.3759163498561418,0.008590995168298747,3.589331565362288,3.478794177297151,0.6063835275759546,33.59131052719714,41.16437554618679,2883.016
492,B0005,1.3543220466259964,72.95077959801873,-0.0018384316333903044,1.3725561005628029,0.009134242090047545,3.6022883230364853,3.4812826020756744,0.5934674468406191,33.32366688599416,40.864216180205034,2873.453
496,B0005,1.3546417018378962,72.96799787853683,-0.0019069406353388412,1.3696845491118992,0.009347134375759365,3.59702121364665,3.480352041587074,0.5988905507983389,33.691961507697364,41.25434553511566,2874.031
500,B0005,1.3547039213192407,72.97134934112401,-0.002001398603067923,1.367345207759338,0.009580621568471224,3.592312208409236,3.4781127815565127,0.603511795595487,33.887639684793655,41.45023191903855,2874.234
504,B0005,1.349314997503458,72.68107407422197,-0.002390524127446989,1.364988715257323,0.010494176349246905,3.5955001194302834,3.4765867130506125,0.6007581066213077,33.67308060941856,41.27708509224051,2864.984
508,B0005,1.3441891937970554,72.40497181525036,-0.0030346430720676405,1.3625956599216462,0.011872488483624384,3.5968234611620575,3.4733769291841643,0.5997892036329304,33.411988203265814,41.064605154983276,2855.093
